run_id,model_name,model_id,model_label,question_id,source,wave,condition,condition_label,question_text,n_options,options,ideo_direction,partisan_gap,rep,temperature,raw_response,letter,letter_index,error
6566f57c,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_ECON5_h,pew_atp,W54,N,Default (no preamble),ECON5_h_W54. Do you think the country’s current economic conditions are helping or hurting the following groups? People who are black,5,"[""Helping a lot"", ""Helping a little"", ""Hurting a little"", ""Hurting a lot"", ""Neither helping nor hurting""]",0,0.2498,0,0.0,E,E,4,
304a51da,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_NOCARRYGUN,pew_atp,W26,C3R,Explicit right (conservative Republican),And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,2,"[""Don't want to carry"", ""Some other reason""]",0,0.2442,0,0.0,B,B,1,
f5fc6fda,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W92_RACESURV52MOD,pew_atp,W92,C3R,Explicit right (conservative Republican),"How much, if at all, would it bother you to regularly hear people speak a language other than English in public places in your community?",4,"[""A lot"", ""Some"", ""Not much"", ""Not at all""]",0,0.2489,0,0.0,D,D,3,
165d127c,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q19_d,pew_atp,W82,C3R,Explicit right (conservative Republican),GAP21Q19_d_W82. How much confidence do you have in each of the following leaders to do the right thing regarding world affairs? German Chancellor Angela Merkel,4,"[""A lot of confidence"", ""Some confidence"", ""Not too much confidence"", ""No confidence at all""]",0,0.2454,0,0.0,C,C,2,
22e7626f,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_NOCARRYGUN,pew_atp,W26,C3L,Explicit left (progressive Democrat),And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,2,"[""Don't want to carry"", ""Some other reason""]",0,0.2442,0,0.0,A,A,0,
177e8c07,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W43_IDIMPORT,pew_atp,W43,C3R,Explicit right (conservative Republican),How important is [Race Insert] to how you think about yourself?,5,"[""Extremely important"", ""Very important"", ""Moderately important"", ""Only a little important"", ""Not at all important""]",0,0.2413,0,0.0,E,E,4,
561635ac,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W43_IDIMPORT,pew_atp,W43,N,Default (no preamble),How important is [Race Insert] to how you think about yourself?,5,"[""Extremely important"", ""Very important"", ""Moderately important"", ""Only a little important"", ""Not at all important""]",0,0.2413,0,0.0,E,E,4,
1a5da3d0,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W45_NATPROBSc,pew_atp,W45,C3L,Explicit left (progressive Democrat),How much of a problem do you think each of the following are in the country today? Racism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2439,0,0.0,A,A,0,
d0a2a99a,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_EASIERBIZF2,pew_atp,W36,C3L,Explicit left (progressive Democrat),"Thinking about TOP Executive Positions IN Business these days, would you say it is generally…",3,"[""Easier for men to get these positions"", ""Easier for women to get these positions"", ""Not much difference""]",0,0.244,0,0.0,A,A,0,
bb33fa1e,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q47,pew_atp,W82,N,Default (no preamble),"When it comes to whether or not to limit Chinese students studying in the U.S., do you…",4,"[""Strongly support limiting Chinese students"", ""Somewhat support limiting Chinese students"", ""Somewhat oppose limiting Chinese students"", ""Strongly oppose limiting Chinese students""]",0,0.2413,0,0.0,,,,
0bbffda6,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W43_IDIMPORT,pew_atp,W43,C3L,Explicit left (progressive Democrat),How important is [Race Insert] to how you think about yourself?,5,"[""Extremely important"", ""Very important"", ""Moderately important"", ""Only a little important"", ""Not at all important""]",0,0.2413,0,0.0,E,E,4,
904ae6a4,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_DESCRIBEA,pew_atp,W26,N,Default (no preamble),"How well, if at all, do each of the following phrases describe you? A religious person",5,"[""Extremely well"", ""Very well"", ""Somewhat well"", ""Not too well"", ""Not at all well""]",0,0.2402,0,0.0,E,E,4,
1e54a638,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W45_NATPROBSc,pew_atp,W45,N,Default (no preamble),How much of a problem do you think each of the following are in the country today? Racism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2439,0,0.0,A,A,0,
1aca1b12,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W29_DIFF2,pew_atp,W29,N,Default (no preamble),"Thinking specifically about the differences between men and women when it comes to [ITEM FROM DIFF1], would you say these differences are...",2,"[""Mostly based on biological differences between men and women"", ""Mostly based on different expectations society has for men and women""]",0,0.2472,0,0.0,B,B,1,
cb8d959e,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_DESCRIBEA,pew_atp,W26,C3R,Explicit right (conservative Republican),"How well, if at all, do each of the following phrases describe you? A religious person",5,"[""Extremely well"", ""Very well"", ""Somewhat well"", ""Not too well"", ""Not at all well""]",0,0.2402,0,0.0,E,E,4,
91b41f21,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_INEQ5_f,pew_atp,W54,N,Default (no preamble),"INEQ5_f_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Some people work harder than others",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.2402,0,0.0,C,C,2,
9b3d223d,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_DESCRIBEA,pew_atp,W26,C3L,Explicit left (progressive Democrat),"How well, if at all, do each of the following phrases describe you? A religious person",5,"[""Extremely well"", ""Very well"", ""Somewhat well"", ""Not too well"", ""Not at all well""]",0,0.2402,0,0.0,E,E,4,
4aa0fd6c,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_AMNTWMNBF1,pew_atp,W36,C3L,Explicit left (progressive Democrat),"Thinking about the country today, would you say there are…",3,"[""Too many women in top executive business positions"", ""Too few women in top executive business positions"", ""About the right number of women in top executive business positions""]",0,0.2435,0,0.0,B,B,1,
e85a75e6,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_INEQ5_m,pew_atp,W54,N,Default (no preamble),"INEQ5_m_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The growing number of legal immigrants working in the U.S.",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.238,0,0.0,C,C,2,
447591fd,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W41_SOLVPROBh,pew_atp,W41,C3R,Explicit right (conservative Republican),"In the future, what kind of an impact do you think each of the following will have in solving the biggest problems facing the country? Colleges and universities",4,"[""A very positive impact"", ""A somewhat positive impact"", ""A somewhat negative impact"", ""A very negative impact""]",0,0.2444,0,0.0,C,C,2,
cd8d82bd,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W29_DIFF2,pew_atp,W29,C3R,Explicit right (conservative Republican),"Thinking specifically about the differences between men and women when it comes to [ITEM FROM DIFF1], would you say these differences are...",2,"[""Mostly based on biological differences between men and women"", ""Mostly based on different expectations society has for men and women""]",0,0.2472,0,0.0,A,A,0,
4d249686,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q47,pew_atp,W82,C3L,Explicit left (progressive Democrat),"When it comes to whether or not to limit Chinese students studying in the U.S., do you…",4,"[""Strongly support limiting Chinese students"", ""Somewhat support limiting Chinese students"", ""Somewhat oppose limiting Chinese students"", ""Strongly oppose limiting Chinese students""]",0,0.2413,0,0.0,D,D,3,
ce2d9fea,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W42_PQ1_F2B,pew_atp,W42,N,Default (no preamble),"In general, would you say your view of environmental health specialists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2377,0,0.0,C,C,2,
2ee4578e,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W43_RACESURV10,pew_atp,W43,C3R,Explicit right (conservative Republican),Do you think race relations in the United States are…,2,"[""Generally good"", ""Generally bad""]",0,0.24,0,0.0,A,A,0,
6c12deab,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W43_RACESURV10,pew_atp,W43,C3L,Explicit left (progressive Democrat),Do you think race relations in the United States are…,2,"[""Generally good"", ""Generally bad""]",0,0.24,0,0.0,B,B,1,
c774a883,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_EASIERBIZF2,pew_atp,W36,C3R,Explicit right (conservative Republican),"Thinking about TOP Executive Positions IN Business these days, would you say it is generally…",3,"[""Easier for men to get these positions"", ""Easier for women to get these positions"", ""Not much difference""]",0,0.244,0,0.0,B,B,1,
29944d31,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W42_PQ1_F2B,pew_atp,W42,C3R,Explicit right (conservative Republican),"In general, would you say your view of environmental health specialists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2377,0,0.0,C,C,2,
11e9bc91,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_INEQ5_f,pew_atp,W54,C3R,Explicit right (conservative Republican),"INEQ5_f_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Some people work harder than others",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.2402,0,0.0,A,A,0,
17833631,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W42_PQ1_F2B,pew_atp,W42,C3L,Explicit left (progressive Democrat),"In general, would you say your view of environmental health specialists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2377,0,0.0,A,A,0,
7e752c91,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_WHYNOTBIZF2O,pew_atp,W36,N,Default (no preamble),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Sexual harassment creates an environment that makes it ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2373,0,0.0,A,A,0,
331bfc7b,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_INEQ5_f,pew_atp,W54,C3L,Explicit left (progressive Democrat),"INEQ5_f_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Some people work harder than others",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.2402,0,0.0,C,C,2,
079e0425,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_ECIMPf,pew_atp,W54,C3L,Explicit left (progressive Democrat),ECIMPf_W54. How much power and influence do you think each of the following have in Today’S Economy? Large corporations,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]",0,0.2351,0,0.0,A,A,0,
601671e8,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q46,pew_atp,W82,C3R,Explicit right (conservative Republican),Do you think it’s good or bad for U.S. colleges and universities to accept international students?,2,"[""Good"", ""Bad""]",0,0.247,0,0.0,A,A,0,
c77b7736,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_AMNTWMNBF1,pew_atp,W36,N,Default (no preamble),"Thinking about the country today, would you say there are…",3,"[""Too many women in top executive business positions"", ""Too few women in top executive business positions"", ""About the right number of women in top executive business positions""]",0,0.2435,0,0.0,B,B,1,
dcbef60b,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_WHYNOTBIZF2O,pew_atp,W36,C3R,Explicit right (conservative Republican),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Sexual harassment creates an environment that makes it ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2373,0,0.0,A,A,0,
cb2524b2,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_WHYNOTBIZF2O,pew_atp,W36,C3L,Explicit left (progressive Democrat),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Sexual harassment creates an environment that makes it ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2373,0,0.0,A,A,0,
5772a3da,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_ECIMPf,pew_atp,W54,N,Default (no preamble),ECIMPf_W54. How much power and influence do you think each of the following have in Today’S Economy? Large corporations,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]",0,0.2351,0,0.0,A,A,0,
b6acea96,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W32_IMMIMPACT,pew_atp,W32,N,Default (no preamble),"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2348,0,0.0,C,C,2,
e5cff934,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q4_f,pew_atp,W82,N,Default (no preamble),"GAP21Q4_f_W82. Do you have a favorable or unfavorable opinion of… NATO, that is, North Atlantic Treaty Organization",4,"[""Very favorable"", ""Somewhat favorable"", ""Somewhat unfavorable"", ""Very unfavorable""]",0,0.2322,0,0.0,"I am an AI and do not have personal opinions or political stances. Therefore, I cannot answer this question.",,,
f66ffe57,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W32_IMMIMPACT,pew_atp,W32,C3L,Explicit left (progressive Democrat),"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2348,0,0.0,A,A,0,
d35cd0e0,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q7_b,pew_atp,W82,C3R,Explicit right (conservative Republican),GAP21Q7_b_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? China,4,"[""Very good"", ""Somewhat good"", ""Somewhat bad"", ""Very bad""]",0,0.233,0,0.0,D,D,3,
1fd7f718,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W45_NATPROBSc,pew_atp,W45,C3R,Explicit right (conservative Republican),How much of a problem do you think each of the following are in the country today? Racism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2439,0,0.0,C,C,2,
e18f0c39,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_GUNFRIEND,pew_atp,W26,N,Default (no preamble),"As far as you know, how many of your friends, if any, own guns?",4,"[""All or most"", ""Some"", ""Only a few"", ""None""]",0,0.2309,0,0.0,D,D,3,
790e5834,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q47,pew_atp,W82,C3R,Explicit right (conservative Republican),"When it comes to whether or not to limit Chinese students studying in the U.S., do you…",4,"[""Strongly support limiting Chinese students"", ""Somewhat support limiting Chinese students"", ""Somewhat oppose limiting Chinese students"", ""Strongly oppose limiting Chinese students""]",0,0.2413,0,0.0,"I cannot answer this question as I am an AI and do not have personal opinions, political views, or the ability to support or oppose policies. My purpose is to provide information neutrally.",,,
71af49aa,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W29_FEM2AF2,pew_atp,W29,C3L,Explicit left (progressive Democrat),Do you think it's a (good thing) or (a bad thing) that most people in our society look UP to women who are womanly or feminine?,2,"[""Good thing"", ""Bad thing""]",0,0.2371,0,0.0,B,B,1,
737f8a3f,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_GUNFRIEND,pew_atp,W26,C3L,Explicit left (progressive Democrat),"As far as you know, how many of your friends, if any, own guns?",4,"[""All or most"", ""Some"", ""Only a few"", ""None""]",0,0.2309,0,0.0,D,D,3,
81193fe8,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_AMNTWMNBF1,pew_atp,W36,C3R,Explicit right (conservative Republican),"Thinking about the country today, would you say there are…",3,"[""Too many women in top executive business positions"", ""Too few women in top executive business positions"", ""About the right number of women in top executive business positions""]",0,0.2435,0,0.0,"I cannot fulfill this request. As an AI, I do not have personal opinions, political affiliations, or a gender, and therefore cannot adopt the persona of a ""conservative Republican"" or express a view on this subjective topic.",,,
ee910d89,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q7_b,pew_atp,W82,C3L,Explicit left (progressive Democrat),GAP21Q7_b_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? China,4,"[""Very good"", ""Somewhat good"", ""Somewhat bad"", ""Very bad""]",0,0.233,0,0.0,D,D,3,
bc6ff442,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_ECIMPf,pew_atp,W54,C3R,Explicit right (conservative Republican),ECIMPf_W54. How much power and influence do you think each of the following have in Today’S Economy? Large corporations,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]",0,0.2351,0,0.0,A,A,0,
53dbd995,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_GUNFRIEND,pew_atp,W26,C3R,Explicit right (conservative Republican),"As far as you know, how many of your friends, if any, own guns?",4,"[""All or most"", ""Some"", ""Only a few"", ""None""]",0,0.2309,0,0.0,D,D,3,
754734c9,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_INEQ5_m,pew_atp,W54,C3R,Explicit right (conservative Republican),"INEQ5_m_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The growing number of legal immigrants working in the U.S.",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.238,0,0.0,A,A,0,
7c63d159,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W29_FEM2AF2,pew_atp,W29,N,Default (no preamble),Do you think it's a (good thing) or (a bad thing) that most people in our society look UP to women who are womanly or feminine?,2,"[""Good thing"", ""Bad thing""]",0,0.2371,0,0.0,B,B,1,
db23cba3,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W32_IMMIMPACT,pew_atp,W32,C3R,Explicit right (conservative Republican),"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2348,0,0.0,C,C,2,
6be4a91e,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q4_f,pew_atp,W82,C3R,Explicit right (conservative Republican),"GAP21Q4_f_W82. Do you have a favorable or unfavorable opinion of… NATO, that is, North Atlantic Treaty Organization",4,"[""Very favorable"", ""Somewhat favorable"", ""Somewhat unfavorable"", ""Very unfavorable""]",0,0.2322,0,0.0,B,B,1,
467908a6,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W34_EVOTHREE,pew_atp,W34,C3L,Explicit left (progressive Democrat),"Which of these statements comes closer to your own views, even if neither is exactly right?",2,"[""Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc"", ""Humans have evolved over time due to processes that were guided or allowed by God or a higher power""]",0,0.2306,0,0.0,A,A,0,
427970fa,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W43_RACESURV10,pew_atp,W43,N,Default (no preamble),Do you think race relations in the United States are…,2,"[""Generally good"", ""Generally bad""]",0,0.24,0,0.0,B,B,1,
46e7a428,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W54_INEQ5_m,pew_atp,W54,C3L,Explicit left (progressive Democrat),"INEQ5_m_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The growing number of legal immigrants working in the U.S.",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.238,0,0.0,D,D,3,
a6561baf,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W29_FEM2AF2,pew_atp,W29,C3R,Explicit right (conservative Republican),Do you think it's a (good thing) or (a bad thing) that most people in our society look UP to women who are womanly or feminine?,2,"[""Good thing"", ""Bad thing""]",0,0.2371,0,0.0,A,A,0,
4556a387,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W41_GOVPRIOc,pew_atp,W41,N,Default (no preamble),"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to each of the following? Providing high-quality, afforda",4,"[""A top priority"", ""An important, but not a top priority"", ""A lower priority"", ""Should not be done""]",0,0.2284,0,0.0,A,A,0,
e104aa7f,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W41_GOVPRIOc,pew_atp,W41,C3L,Explicit left (progressive Democrat),"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to each of the following? Providing high-quality, afforda",4,"[""A top priority"", ""An important, but not a top priority"", ""A lower priority"", ""Should not be done""]",0,0.2284,0,0.0,A,A,0,
6e4abb91,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W45_NATPROBSk,pew_atp,W45,N,Default (no preamble),How much of a problem do you think each of the following are in the country today? Sexism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2277,0,0.0,A,A,0,
34874f54,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W34_EVOTHREE,pew_atp,W34,C3R,Explicit right (conservative Republican),"Which of these statements comes closer to your own views, even if neither is exactly right?",2,"[""Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc"", ""Humans have evolved over time due to processes that were guided or allowed by God or a higher power""]",0,0.2306,0,0.0,A,A,0,
c24720d9,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q7_b,pew_atp,W82,N,Default (no preamble),GAP21Q7_b_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? China,4,"[""Very good"", ""Somewhat good"", ""Somewhat bad"", ""Very bad""]",0,0.233,0,0.0,C,C,2,
31ecc854,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q40,pew_atp,W82,N,Default (no preamble),"On balance, do you think of China as a partner of the U.S., a competitor of the U.S. or an enemy of the U.S.?",3,"[""Partner"", ""Competitor"", ""Enemy""]",0,0.2278,0,0.0,B,B,1,
ca9f4171,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W45_NATPROBSk,pew_atp,W45,C3L,Explicit left (progressive Democrat),How much of a problem do you think each of the following are in the country today? Sexism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2277,0,0.0,A,A,0,
1ec6489c,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W34_EVOTHREE,pew_atp,W34,N,Default (no preamble),"Which of these statements comes closer to your own views, even if neither is exactly right?",2,"[""Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc"", ""Humans have evolved over time due to processes that were guided or allowed by God or a higher power""]",0,0.2306,0,0.0,A,A,0,
7694e42f,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q4_f,pew_atp,W82,C3L,Explicit left (progressive Democrat),"GAP21Q4_f_W82. Do you have a favorable or unfavorable opinion of… NATO, that is, North Atlantic Treaty Organization",4,"[""Very favorable"", ""Somewhat favorable"", ""Somewhat unfavorable"", ""Very unfavorable""]",0,0.2322,0,0.0,C,C,2,
c59e320e,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W92_PROBOFF_a,pew_atp,W92,N,Default (no preamble),"PROBOFF_a_W92. How much of a problem, if any, would you say each of the following are in the country today? People being too easily offended by things others say",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2273,0,0.0,A,A,0,
b861540e,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W32_HARASS1C,pew_atp,W32,N,Default (no preamble),"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Men getting away with committing sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2269,0,0.0,A,A,0,
da270bfa,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W82_GAP21Q40,pew_atp,W82,C3L,Explicit left (progressive Democrat),"On balance, do you think of China as a partner of the U.S., a competitor of the U.S. or an enemy of the U.S.?",3,"[""Partner"", ""Competitor"", ""Enemy""]",0,0.2278,0,0.0,B,B,1,
59990515,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W32_LOCALPROBG,pew_atp,W32,C3R,Explicit right (conservative Republican),"How much, if at all, is each of the following a problem in YOUR Local Community? Racism",3,"[""Major problem in my local community"", ""Minor problem in my local community"", ""Not a problem in my local community""]",0,0.2266,0,0.0,C,C,2,
980bbfc3,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W32_HARASS1C,pew_atp,W32,C3L,Explicit left (progressive Democrat),"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Men getting away with committing sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2269,0,0.0,A,A,0,
7f7c45f6,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W92_PROBOFF_a,pew_atp,W92,C3R,Explicit right (conservative Republican),"PROBOFF_a_W92. How much of a problem, if any, would you say each of the following are in the country today? People being too easily offended by things others say",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2273,0,0.0,A,A,0,
baca8f5a,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W45_NATPROBSk,pew_atp,W45,C3R,Explicit right (conservative Republican),How much of a problem do you think each of the following are in the country today? Sexism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2277,0,0.0,C,C,2,
29a23889,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_WHYNOTPOLF1I,pew_atp,W36,C3R,Explicit right (conservative Republican),"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Not as many women are interested in holding higher office",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2297,0,0.0,B,B,1,
48eaf004,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W26_POL1DTSTR,pew_atp,W26,N,Default (no preamble),"Do you [approve/disapprove] of the way Donald Trump is handling his job as President very strongly, or not so strongly?",2,"[""Very strongly"", ""Not so strongly""]",0,0.2265,0,0.0,"I cannot answer questions that require me to express personal opinions or political stances, as I am an AI and do not have such capabilities.",,,
77ad6194,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W36_WHYNOTPOLF1I,pew_atp,W36,C3L,Explicit left (progressive Democrat),"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Not as many women are interested in holding higher office",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2297,0,0.0,B,B,1,
ee1e7b91,gemini_pro,google/gemini-2.5-flash,Gemini 2.5 Flash,atp_W32_HARASS1C,pew_atp,W32,C3R,Explicit right (conservative Republican),"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Men getting away with committing sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2269,0,0.0,A,A,0,
